family,model,n,metric,mean_percent,std_percent,ci95_halfwidth_pp,ci95_lower_percent,ci95_upper_percent
YOLO,YOLOv11l,892,Recall,93.9801501856109,12.859308743678326,0.8439005457501444,93.13624963986075,94.82405073136104
YOLO,YOLOv11l,892,Boundary IoU,47.532979202591925,16.921545979951425,1.110487520912608,46.42249168167932,48.64346672350453
YOLO,YOLOv11l,892,Boundary F1,69.72079060700955,20.590853876754895,1.3512882512131406,68.3695023557964,71.07207885822268
YOLO,YOLOv11l,892,Pixel accuracy,95.03412960033064,9.72726676665651,0.6383582427845634,94.39577135754608,95.6724878431152
YOLO,YOLOv11x,892,IoU,88.59867132272147,13.362924966735443,0.8769506897320638,87.72172063298942,89.47562201245354
YOLO,YOLOv11x,892,Dice/F1,93.20440027563859,10.860863955270272,0.7127512996121533,92.49164897602643,93.91715157525074
YOLO,YOLOv11x,892,Precision,93.40339203154291,9.672124889960088,0.6347395210658962,92.76865251047701,94.0381315526088
YOLO,YOLOv11x,892,Recall,94.10989628916076,11.659484045003358,0.765161265264786,93.34473502389596,94.87505755442555
YOLO,YOLOv11x,892,Boundary IoU,48.037137913530955,17.175136476190655,1.12712956306581,46.91000835046515,49.16426747659677
YOLO,YOLOv11x,892,Boundary F1,70.21966038380373,20.56252451774213,1.3494291185017204,68.87023126530201,71.56908950230545
YOLO,YOLOv11x,892,Pixel accuracy,95.15282080951643,9.131079344693543,0.5992330533367827,94.55358775617965,95.7520538628532
Mask R-CNN,mask_rcnn_R_101_C4_3x,892,IoU,77.47668253390833,19.09615851516039,1.2531978906406944,76.22348464326764,78.72988042454901
Mask R-CNN,mask_rcnn_R_101_C4_3x,892,Dice/F1,85.59370056232439,16.336199749648898,1.0720737917572263,84.52162677056717,86.6657743540816
Mask R-CNN,mask_rcnn_R_101_C4_3x,892,Precision,85.23582290402192,18.737802231936698,1.2296805252042253,84.0061423788177,86.46550342922615
Mask R-CNN,mask_rcnn_R_101_C4_3x,892,Recall,89.18310570809507,11.28343533818589,0.7404828229598754,88.4426228851352,89.92358853105495
Mask R-CNN,mask_rcnn_R_101_C4_3x,892,Boundary IoU,23.875741568253552,10.362677375360589,0.6800574795125419,23.19568408874101,24.555799047766094
Mask R-CNN,mask_rcnn_R_101_C4_3x,892,Boundary F1,39.461334049866906,15.012777507547204,0.985223341656902,38.47611070821,40.44655739152381
Mask R-CNN,mask_rcnn_R_101_C4_3x,892,Pixel accuracy,90.24185851227477,11.393647825302462,0.7477155895012246,89.49414292277355,90.989574101776
Mask R-CNN,mask_rcnn_R_101_DC5_3x,892,IoU,73.05348885151011,23.923454186890662,1.5699923259460256,71.48349652556408,74.62348117745613
Mask R-CNN,mask_rcnn_R_101_DC5_3x,892,Dice/F1,81.44246911078923,21.99557087899041,1.4434737231105954,79.99899538767863,82.88594283389983
Mask R-CNN,mask_rcnn_R_101_DC5_3x,892,Precision,80.46847985351334,24.322975186447618,1.596211152811856,78.87226870070148,82.06469100632519
Mask R-CNN,mask_rcnn_R_101_DC5_3x,892,Recall,89.35946353764837,12.164249099738516,0.7982868020768646,88.56117673557151,90.15775033972523
Mask R-CNN,mask_rcnn_R_101_DC5_3x,892,Boundary IoU,23.08537090700756,11.172785878087694,0.7332213797808452,22.352149527226715,23.818592286788405
Mask R-CNN,mask_rcnn_R_101_DC5_3x,892,Boundary F1,38.46194968066036,16.647925077610314,1.092530970259928,37.36941871040043,39.55448065092029
Mask R-CNN,mask_rcnn_R_101_DC5_3x,892,Pixel accuracy,85.96154456713849,16.74310011542475,1.0987768943569662,84.86276767278153,87.06032146149546
Mask R-CNN,mask_rcnn_R_101_FPN_3x,892,IoU,77.91960032563954,19.288817960725062,1.2658412927470384,76.6537590328925,79.18544161838658
Mask R-CNN,mask_rcnn_R_101_FPN_3x,892,Dice/F1,85.8785139081117,16.080886634185195,1.0553187015908976,84.8231952065208,86.9338326097026
Mask R-CNN,mask_rcnn_R_101_FPN_3x,892,Precision,83.44522149362086,19.744838197081645,1.2957679189759648,82.1494535746449,84.74098941259682
Mask R-CNN,mask_rcnn_R_101_FPN_3x,892,Recall,91.8929974227382,7.726921153980726,0.5070842538109438,91.38591316892726,92.40008167654914
Mask R-CNN,mask_rcnn_R_101_FPN_3x,892,Boundary IoU,25.577051482573477,10.806141038168029,0.7091600723908359,24.86789141018264,26.28621155496431
Mask R-CNN,mask_rcnn_R_101_FPN_3x,892,Boundary F1,42.018167714231566,15.409416140872633,1.011253011353842,41.00691470287772,43.0294207255854
Mask R-CNN,mask_rcnn_R_101_FPN_3x,892,Pixel accuracy,90.15818889256487,11.63749235412171,0.7637180461690383,89.39447084639583,90.92190693873391
Mask R-CNN,mask_rcnn_R_50_C4_1x,892,IoU,75.59023193420529,19.2478663090199,1.2631538138232317,74.32707812038205,76.85338574802853
Mask R-CNN,mask_rcnn_R_50_C4_1x,892,Dice/F1,84.37344647020221,16.051596586474744,1.0533965230554418,83.32004994714677,85.42684299325765
Mask R-CNN,mask_rcnn_R_50_C4_1x,892,Precision,83.24106917365175,19.059024439143098,1.2507609426179382,81.99030823103382,84.49183011626968
Mask R-CNN,mask_rcnn_R_50_C4_1x,892,Recall,89.13113984089847,11.154484052284028,0.7320203104938565,88.39911953040462,89.86316015139232
Mask R-CNN,mask_rcnn_R_50_C4_1x,892,Boundary IoU,21.537849292319923,9.418840635880308,0.6181175762546774,20.919731716065243,22.155966868574602
Mask R-CNN,mask_rcnn_R_50_C4_1x,892,Boundary F1,36.12340810037275,14.132016327257574,0.9274228132196826,35.19598528715307,37.05083091359243
Mask R-CNN,mask_rcnn_R_50_C4_1x,892,Pixel accuracy,89.29428935369528,10.93220895473063,0.7174333618583637,88.57685599183691,90.01172271555365
Mask R-CNN,mask_rcnn_R_50_C4_3x,892,IoU,75.91657742952684,18.205076173403743,1.1947200292325977,74.72185740029424,77.11129745875944
Mask R-CNN,mask_rcnn_R_50_C4_3x,892,Dice/F1,84.8233285961241,14.637992489307935,0.9606278297413346,83.86270076638277,85.78395642586544
Mask R-CNN,mask_rcnn_R_50_C4_3x,892,Precision,84.44465291021153,17.49874659377208,1.148366688659477,83.29628622155205,85.593019598871
Mask R-CNN,mask_rcnn_R_50_C4_3x,892,Recall,88.25964426477717,12.082553794568,0.7929254942497611,87.46671877052741,89.05256975902694
Mask R-CNN,mask_rcnn_R_50_C4_3x,892,Boundary IoU,22.898631676221388,10.372257762582873,0.6806861986891739,22.217945477532215,23.57931787491056
Mask R-CNN,mask_rcnn_R_50_C4_3x,892,Boundary F1,38.02244774439212,14.89684230082563,0.9776150178990568,37.04483272649306,39.00006276229118
Mask R-CNN,mask_rcnn_R_50_C4_3x,892,Pixel accuracy,89.73714429913028,9.648382228507927,0.6331813933813977,89.10396290574887,90.37032569251167
Mask R-CNN,mask_rcnn_R_50_DC5_1x,892,IoU,77.65865269685872,18.17586755282398,1.192803194405843,76.46584950245287,78.85145589126456
Mask R-CNN,mask_rcnn_R_50_DC5_1x,892,Dice/F1,85.91115456557857,15.145380902525382,0.9939255261693796,84.9172290394092,86.90508009174795
Mask R-CNN,mask_rcnn_R_50_DC5_1x,892,Precision,85.353557323788,17.727017101403096,1.1633470900020588,84.19021023378595,86.51690441379006
Mask R-CNN,mask_rcnn_R_50_DC5_1x,892,Recall,89.37741724997382,10.24713009027914,0.6724746133660144,88.70494263660781,90.04989186333984
Mask R-CNN,mask_rcnn_R_50_DC5_1x,892,Boundary IoU,25.072691160869383,10.778569275835666,0.7073506574570034,24.365340503412376,25.78004181832638
Mask R-CNN,mask_rcnn_R_50_DC5_1x,892,Boundary F1,41.3648049086836,15.658555427617408,1.0276029399730668,40.33720196871053,42.39240784865667
Mask R-CNN,mask_rcnn_R_50_DC5_1x,892,Pixel accuracy,90.5130798613323,9.845029292706098,0.6460864855682994,89.866993375764,91.1591663469006
U-Net,U-Net,892,IoU,49.96882136391317,27.259608612882207,1.7889296418561889,48.17989172205698,51.75775100576936
U-Net,U-Net,892,Dice/F1,61.79997167998387,27.070359005410083,1.7765100126045592,60.02346166737931,63.57648169258843
U-Net,U-Net,892,Precision,70.10686233269305,28.744579813071354,1.886381847977216,68.22048048471584,71.99324418067027
U-Net,U-Net,892,Recall,68.13942083807582,27.72191657535811,1.8192689042236043,66.32015193385222,69.95868974229941
U-Net,U-Net,892,Boundary IoU,20.929714515334553,12.334262035645374,0.809444012177051,20.1202705031575,21.739158527511606
U-Net,U-Net,892,Boundary F1,34.529004900911374,17.75593103326977,1.1652445856893032,33.36376031522207,35.694249486600675
U-Net,U-Net,892,Pixel accuracy,72.50178213065679,20.750639710798914,1.3617743010654837,71.1400078295913,73.86355643172227
