model,n,elapsed_s,iou_mean,iou_std,dice_mean,dice_std,precision_mean,precision_std,recall_mean,recall_std,pixel_accuracy_mean,pixel_accuracy_std,inference_time_s_mean,inference_time_s_std
U-Net,5108,132.23145259998273,0.6057554628237474,0.2945730443510275,0.7036039954128266,0.2821311877567813,0.714887463093126,0.31272541289409683,0.792676217800681,0.23346834181317822,0.7488143192013447,0.18568320695359458,0.013604234651523248,0.0012265867847594727
