model,image,iou,dice,precision,recall,pixel_accuracy,inference_time_s
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_10_01.png,0.0,0.0,0.0,0.0,0.102935791015625,0.02573699998902157
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_10_02.png,0.0,0.0,0.0,0.0,0.7704010009765625,0.02572370000416413
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_10_03.png,0.0,0.0,0.0,0.0,0.9815711975097656,0.023457800009055063
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_10_04.png,0.0,0.0,0.0,0.0,0.9831466674804688,0.021359899983508512
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_10_09.png,0.0,0.0,0.0,0.0,0.32759857177734375,0.023138800024753436
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_10_11.png,0.0,0.0,0.0,0.0,0.103546142578125,0.021974900009809062
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_10_12.png,0.0,0.0,0.0,0.0,0.14123916625976562,0.02159270000993274
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_10_17.png,0.0,0.0,0.0,0.0,0.4242362976074219,0.022219999984372407
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_11_02.png,0.0,0.0,0.0,0.0,0.5790252685546875,0.023708900000201538
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_11_03.png,0.0,0.0,0.0,0.0,0.9728775024414062,0.02060780001920648
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_11_05.png,0.0,0.0,0.0,0.0,0.9405403137207031,0.023897099978057668
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_11_07.png,0.12297827358019338,0.21902164355882586,0.3203130515465997,0.16640120714225837,0.13598251342773438,0.024424600007478148
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_11_10.png,0.5164061184180306,0.6810921060603001,0.529853032433409,0.9531574559482259,0.51806640625,0.02253069999278523
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_11_11.png,0.0,0.0,0.0,0.0,0.19601058959960938,0.02109650001511909
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_11_14.png,0.0,0.0,0.0,0.0,0.6617965698242188,0.02093189998413436
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_11_17.png,0.0,0.0,0.0,0.0,0.25260162353515625,0.021288599993567914
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_11_18.png,0.0,0.0,0.0,0.0,0.07268142700195312,0.021073999989312142
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_12_01.png,0.0,0.0,0.0,0.0,0.13274765014648438,0.020491500006755814
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_12_02.png,0.0,0.0,0.0,0.0,0.83721923828125,0.020300600008340552
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_12_05.png,0.0,0.0,0.0,0.0,0.9055404663085938,0.021295699989423156
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_12_07.png,0.25168197046045543,0.4021500291609527,0.3027966749429129,0.598543570878925,0.2765769958496094,0.02494889998342842
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_12_11.png,0.0,0.0,0.0,0.0,0.4411125183105469,0.020543299993732944
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_12_14.png,0.0,0.0,0.0,0.0,0.19156646728515625,0.020791800023289397
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_12_15.png,0.0,0.0,0.0,0.0,0.41959381103515625,0.021126800013007596
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_13_02.png,0.0,0.0,0.0,0.0,0.8151397705078125,0.020169700001133606
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_13_05.png,0.0,0.0,0.0,0.0,0.922576904296875,0.02032189999590628
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_13_06.png,0.0,0.0,0.0,0.0,0.5809822082519531,0.020308900013333187
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_13_07.png,0.3627803107123782,0.5324120224818024,0.4070233489224409,0.7694511484345499,0.3719444274902344,0.020922299998346716
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_13_08.png,0.0,0.0,0.0,0.0,0.6240081787109375,0.01987119999830611
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_13_10.png,0.0,0.0,0.0,0.0,0.8109512329101562,0.019227900018449873
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_13_13.png,0.0,0.0,0.0,0.0,0.3660850524902344,0.019801000016741455
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_13_14.png,0.4847806055371993,0.6529996468559796,0.587425426650658,0.7350535773788298,0.49022674560546875,0.019982900004833937
