model,n,elapsed_s,iou_mean,iou_std,dice_mean,dice_std,precision_mean,precision_std,recall_mean,recall_std,pixel_accuracy_mean,pixel_accuracy_std,inference_time_s_mean,inference_time_s_std
U-Net,599,16.105239199998323,0.013256272647663261,0.05055331700094616,0.023045103845056848,0.06496958663325693,0.4988994431138271,0.4706181311178201,0.01162298803038498,0.030521536809501683,0.4782342162474567,0.30603462670702203,0.015293253423074317,0.03712658491772918
